MFR URL,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,With,Standard/Approvals,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,UNSPSC,Warranty,Selling Qty,Selling UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,Specification Sheet,Discontinued,Actual Image (Yes/No)
,603449,Industrial MRO,Hardware & Supplies,General Maintenance,603449,603449,603449 Wiz 60W Led Med Clr Ch,,Wiz,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,603449,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, Wiz 60W Led Med Clr Ch, 603449",WIZ 60W LED MED CLR CH,Philips® 603449 Wiz 60W Led Med Clr Ch,"PHILIPS®, 603449 Wiz 60W Led Med Clr Ch, Wattage: 60 W, Finish / Color: Charcoal",Philips® 603449 Wiz 60W Led Med Clr Ch,"PHILIPS®, 603449 Wiz 60W Led Med Clr Ch, Wattage: 60 W, Finish / Color: Charcoal",Wattage: 60 W,Finish / Color: Charcoal,,,,,Industrial Supplies,Wattage,60,W,Finish / Color,Charcoal,,,,,,,31160000,,1,EA,PHILIPS_603449.jpg,PHILIPS_603449_1.jpg,PHILIPS_603449_2.jpg,PHILIPS_603449_3.jpg,PHILIPS_603449_4.jpg,PHILIPS_603449_Specification_Sheet.pdf,No,Yes
,586909,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,586909,586909,586909 Led 60W Med A19 27K,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,586909,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, Led 60W Med A19 27K, 586909 - Part Number: 5869",LED 60W MED A19 27K,Philips® 586909 Led 60W Med A19 27K,"PHILIPS®, 586909 Led 60W Med A19 27K, Wattage: 60 W",Philips® 586909 Led 60W Med A19 27K,"PHILIPS®, 586909 Led 60W Med A19 27K, Wattage: 60 W",Wattage: 60 W,,,,,,Light Bulbs & Lamps,Wattage,60,W,,,,,,,,,39101600,,1,EA,PHILIPS_586909.jpg,PHILIPS_586909_1.jpg,PHILIPS_586909_2.jpg,PHILIPS_586909_3.jpg,PHILIPS_586909_4.jpg,PHILIPS_586909_Specification_Sheet.pdf,No,Yes
,566364,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,566364,566364,566364 75W Led ST19 27k 4pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,566364,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 75W Led St19 27K 4Pk, 566364 - Part Number: 566",75W LED ST19 27K 4PK,Philips® 566364 75W Led St19 27K 4Pk,"PHILIPS®, 566364 75W Led ST19 27k 4pk, Package Quantity: 4 pk, Wattage: 75 W",Philips® 566364 75W Led St19 27K 4Pk,"PHILIPS®, 566364 75W Led ST19 27k 4pk, Package Quantity: 4 pk, Wattage: 75 W",Package Quantity: 4 pk,Wattage: 75 W,,,,,Light Bulbs & Lamps,Package Quantity,4,pk,Wattage,75,W,,,,,,39101600,,1,EA,PHILIPS_566364.jpg,PHILIPS_566364_1.jpg,PHILIPS_566364_2.jpg,PHILIPS_566364_3.jpg,PHILIPS_566364_4.jpg,PHILIPS_566364_Specification_Sheet.pdf,No,Yes
,576397,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,576397,576397,576394 100/200/300 Led A23 50k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,576397,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 576394 100/200/300 Led A23 50K, 576397",576394 100/200/300 LED A23 50K,Philips® 576397 576394 100/200/300 Led A23 50K,"PHILIPS®, 576394 100/200/300 Led A23 50k, Part Number: 576397",Philips® 576397 576394 100/200/300 Led A23 50K,"PHILIPS®, 576394 100/200/300 Led A23 50k, Part Number: 576397",,,,,,,Light Bulbs & Lamps,,,,,,,,,,,,39101600,,1,EA,PHILIPS_576397.jpg,PHILIPS_576397_1.jpg,PHILIPS_576397_2.jpg,PHILIPS_576397_3.jpg,PHILIPS_576397_4.jpg,PHILIPS_576397_Specification_Sheet.pdf,No,Yes
,571497,Industrial MRO,Hardware & Supplies,General Maintenance,571497,571497,571497 150W Led Med 27k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,571497,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 150W Led Med 27K, 571497 - Part Number: 571497",150W LED MED 27K,Philips® 571497 150W Led Med 27K,"PHILIPS®, 571497 150W Led Med 27k, Wattage: 150 W",Philips® 571497 150W Led Med 27K,"PHILIPS®, 571497 150W Led Med 27k, Wattage: 150 W",Wattage: 150 W,,,,,,Industrial Supplies,Wattage,150,W,,,,,,,,,31160000,,1,EA,PHILIPS_571497.jpg,PHILIPS_571497_1.jpg,PHILIPS_571497_2.jpg,PHILIPS_571497_3.jpg,PHILIPS_571497_4.jpg,PHILIPS_571497_Specification_Sheet.pdf,No,Yes
,576306,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,576306,576306,576306 40W Led A19 5CCT 4pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,576306,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 40W Led A19 5Cct 4Pk, 576306 - Part Number: 576",40W LED A19 5CCT 4PK,Philips® 576306 40W Led A19 5Cct 4Pk,"PHILIPS®, 576306 40W Led A19 5CCT 4pk, Package Quantity: 4 pk, Wattage: 40 W",Philips® 576306 40W Led A19 5Cct 4Pk,"PHILIPS®, 576306 40W Led A19 5CCT 4pk, Package Quantity: 4 pk, Wattage: 40 W",Package Quantity: 4 pk,Wattage: 40 W,,,,,Light Bulbs & Lamps,Package Quantity,4,pk,Wattage,40,W,,,,,,39101600,,1,EA,PHILIPS_576306.jpg,PHILIPS_576306_1.jpg,PHILIPS_576306_2.jpg,PHILIPS_576306_3.jpg,PHILIPS_576306_4.jpg,PHILIPS_576306_Specification_Sheet.pdf,No,Yes
,588533,Industrial MRO,Hardware & Supplies,General Maintenance,588533,588533,588533 40W Led Cand 3pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,588533,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 40W Led Cand 3Pk, 588533 - Part Number: 588533",40W LED CAND 3PK,Philips® 588533 40W Led Cand 3Pk,"PHILIPS®, 588533 40W Led Cand 3pk, Package Quantity: 3 pk, Wattage: 40 W",Philips® 588533 40W Led Cand 3Pk,"PHILIPS®, 588533 40W Led Cand 3pk, Package Quantity: 3 pk, Wattage: 40 W",Package Quantity: 3 pk,Wattage: 40 W,,,,,Industrial Supplies,Package Quantity,3,pk,Wattage,40,W,,,,,,31160000,,1,EA,PHILIPS_588533.jpg,PHILIPS_588533_1.jpg,PHILIPS_588533_2.jpg,PHILIPS_588533_3.jpg,PHILIPS_588533_4.jpg,PHILIPS_588533_Specification_Sheet.pdf,No,Yes
,576520,Industrial MRO,Hardware & Supplies,General Maintenance,576520,576520,576520 65W Led Med 27k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,576520,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 65W Led Med 27K, 576520 - Part Number: 576520",65W LED MED 27K,Philips® 576520 65W Led Med 27K,"PHILIPS®, 576520 65W Led Med 27k, Wattage: 65 W",Philips® 576520 65W Led Med 27K,"PHILIPS®, 576520 65W Led Med 27k, Wattage: 65 W",Wattage: 65 W,,,,,,Industrial Supplies,Wattage,65,W,,,,,,,,,31160000,,1,EA,PHILIPS_576520.jpg,PHILIPS_576520_1.jpg,PHILIPS_576520_2.jpg,PHILIPS_576520_3.jpg,PHILIPS_576520_4.jpg,PHILIPS_576520_Specification_Sheet.pdf,No,Yes
,574004,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,574004,574004,574004 75W Led ST19 27k 2pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,574004,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 75W Led St19 27K 2Pk, 574004 - Part Number: 574",75W LED ST19 27K 2PK,Philips® 574004 75W Led St19 27K 2Pk,"PHILIPS®, 574004 75W Led ST19 27k 2pk, Package Quantity: 2 pk, Wattage: 75 W",Philips® 574004 75W Led St19 27K 2Pk,"PHILIPS®, 574004 75W Led ST19 27k 2pk, Package Quantity: 2 pk, Wattage: 75 W",Package Quantity: 2 pk,Wattage: 75 W,,,,,Light Bulbs & Lamps,Package Quantity,2,pk,Wattage,75,W,,,,,,39101600,,1,EA,PHILIPS_574004.jpg,PHILIPS_574004_1.jpg,PHILIPS_574004_2.jpg,PHILIPS_574004_3.jpg,PHILIPS_574004_4.jpg,PHILIPS_574004_Specification_Sheet.pdf,No,Yes
,574012,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,574012,574012,574012 75W Led ST19 50k 2pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,574012,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 75W Led St19 50K 2Pk, 574012 - Part Number: 574",75W LED ST19 50K 2PK,Philips® 574012 75W Led St19 50K 2Pk,"PHILIPS®, 574012 75W Led ST19 50k 2pk, Package Quantity: 2 pk, Wattage: 75 W",Philips® 574012 75W Led St19 50K 2Pk,"PHILIPS®, 574012 75W Led ST19 50k 2pk, Package Quantity: 2 pk, Wattage: 75 W",Package Quantity: 2 pk,Wattage: 75 W,,,,,Light Bulbs & Lamps,Package Quantity,2,pk,Wattage,75,W,,,,,,39101600,,1,EA,PHILIPS_574012.jpg,PHILIPS_574012_1.jpg,PHILIPS_574012_2.jpg,PHILIPS_574012_3.jpg,PHILIPS_574012_4.jpg,PHILIPS_574012_Specification_Sheet.pdf,No,Yes
,573971,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,573971,573971,573971 75W Led ST19 20k 4pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,573971,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 75W Led St19 20K 4Pk, 573971 - Part Number: 573",75W LED ST19 20K 4PK,Philips® 573971 75W Led St19 20K 4Pk,"PHILIPS®, 573971 75W Led ST19 20k 4pk, Package Quantity: 4 pk, Wattage: 75 W",Philips® 573971 75W Led St19 20K 4Pk,"PHILIPS®, 573971 75W Led ST19 20k 4pk, Package Quantity: 4 pk, Wattage: 75 W",Package Quantity: 4 pk,Wattage: 75 W,,,,,Light Bulbs & Lamps,Package Quantity,4,pk,Wattage,75,W,,,,,,39101600,,1,EA,PHILIPS_573971.jpg,PHILIPS_573971_1.jpg,PHILIPS_573971_2.jpg,PHILIPS_573971_3.jpg,PHILIPS_573971_4.jpg,PHILIPS_573971_Specification_Sheet.pdf,No,Yes
,573989,Industrial MRO,Hardware & Supplies,General Maintenance,573989,573989,573989 40W Led Med 27K 4pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,573989,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 40W Led Med 27K 4Pk, 573989 - Part Number: 5739",40W LED MED 27K 4PK,Philips® 573989 40W Led Med 27K 4Pk,"PHILIPS®, 573989 40W Led Med 27K 4pk, Package Quantity: 4 pk, Wattage: 40 W",Philips® 573989 40W Led Med 27K 4Pk,"PHILIPS®, 573989 40W Led Med 27K 4pk, Package Quantity: 4 pk, Wattage: 40 W",Package Quantity: 4 pk,Wattage: 40 W,,,,,Industrial Supplies,Package Quantity,4,pk,Wattage,40,W,,,,,,31160000,,1,EA,PHILIPS_573989.jpg,PHILIPS_573989_1.jpg,PHILIPS_573989_2.jpg,PHILIPS_573989_3.jpg,PHILIPS_573989_4.jpg,PHILIPS_573989_Specification_Sheet.pdf,No,Yes
,576769,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,576769,576769,576769 65W Led BR30 Med 27k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,576769,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 65W Led Br30 Med 27K, 576769 - Part Number: 576",65W LED BR30 MED 27K,Philips® 576769 65W Led Br30 Med 27K,"PHILIPS®, 576769 65W Led BR30 Med 27k, Wattage: 65 W",Philips® 576769 65W Led Br30 Med 27K,"PHILIPS®, 576769 65W Led BR30 Med 27k, Wattage: 65 W",Wattage: 65 W,,,,,,Light Bulbs & Lamps,Wattage,65,W,,,,,,,,,39101600,,1,EA,PHILIPS_576769.jpg,PHILIPS_576769_1.jpg,PHILIPS_576769_2.jpg,PHILIPS_576769_3.jpg,PHILIPS_576769_4.jpg,PHILIPS_576769_Specification_Sheet.pdf,No,Yes
,567446,Industrial MRO,Hardware & Supplies,General Maintenance,567446,567446,567446 60W Led Med 50K 3pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,567446,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 60W Led Med 50K 3Pk, 567446 - Part Number: 5674",60W LED MED 50K 3PK,Philips® 567446 60W Led Med 50K 3Pk,"PHILIPS®, 567446 60W Led Med 50K 3pk, Package Quantity: 3 pk, Wattage: 60 W",Philips® 567446 60W Led Med 50K 3Pk,"PHILIPS®, 567446 60W Led Med 50K 3pk, Package Quantity: 3 pk, Wattage: 60 W",Package Quantity: 3 pk,Wattage: 60 W,,,,,Industrial Supplies,Package Quantity,3,pk,Wattage,60,W,,,,,,31160000,,1,EA,PHILIPS_567446.jpg,PHILIPS_567446_1.jpg,PHILIPS_567446_2.jpg,PHILIPS_567446_3.jpg,PHILIPS_567446_4.jpg,PHILIPS_567446_Specification_Sheet.pdf,No,Yes
,573997,Industrial MRO,Hardware & Supplies,General Maintenance,573997,573997,573997 40W Led Med 50k 4pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,573997,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 40W Led Med 50K 4Pk, 573997 - Part Number: 5739",40W LED MED 50K 4PK,Philips® 573997 40W Led Med 50K 4Pk,"PHILIPS®, 573997 40W Led Med 50k 4pk, Package Quantity: 4 pk, Wattage: 40 W",Philips® 573997 40W Led Med 50K 4Pk,"PHILIPS®, 573997 40W Led Med 50k 4pk, Package Quantity: 4 pk, Wattage: 40 W",Package Quantity: 4 pk,Wattage: 40 W,,,,,Industrial Supplies,Package Quantity,4,pk,Wattage,40,W,,,,,,31160000,,1,EA,PHILIPS_573997.jpg,PHILIPS_573997_1.jpg,PHILIPS_573997_2.jpg,PHILIPS_573997_3.jpg,PHILIPS_573997_4.jpg,PHILIPS_573997_Specification_Sheet.pdf,No,Yes
,571463,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,571463,571463,571463 100W Led BR30 Med 50k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,571463,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 100W Led Br30 Med 50K, 571463",100W LED BR30 MED 50K,Philips® 571463 100W Led Br30 Med 50K,"PHILIPS®, 571463 100W Led BR30 Med 50k, Wattage: 100 W",Philips® 571463 100W Led Br30 Med 50K,"PHILIPS®, 571463 100W Led BR30 Med 50k, Wattage: 100 W",Wattage: 100 W,,,,,,Light Bulbs & Lamps,Wattage,100,W,,,,,,,,,39101600,,1,EA,PHILIPS_571463.jpg,PHILIPS_571463_1.jpg,PHILIPS_571463_2.jpg,PHILIPS_571463_3.jpg,PHILIPS_571463_4.jpg,PHILIPS_571463_Specification_Sheet.pdf,No,Yes
,576512,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,576512,576512,576512 65W Led BR40 Med 27k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,576512,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 65W Led Br40 Med 27K, 576512 - Part Number: 576",65W LED BR40 MED 27K,Philips® 576512 65W Led Br40 Med 27K,"PHILIPS®, 576512 65W Led BR40 Med 27k, Wattage: 65 W",Philips® 576512 65W Led Br40 Med 27K,"PHILIPS®, 576512 65W Led BR40 Med 27k, Wattage: 65 W",Wattage: 65 W,,,,,,Light Bulbs & Lamps,Wattage,65,W,,,,,,,,,39101600,,1,EA,PHILIPS_576512.jpg,PHILIPS_576512_1.jpg,PHILIPS_576512_2.jpg,PHILIPS_576512_3.jpg,PHILIPS_576512_4.jpg,PHILIPS_576512_Specification_Sheet.pdf,No,Yes
,581181,Industrial MRO,Hardware & Supplies,General Maintenance,581181,581181,581181 40W Led Med 2pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,581181,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 40W Led Med 2Pk, 581181 - Part Number: 581181",40W LED MED 2PK,Philips® 581181 40W Led Med 2Pk,"PHILIPS®, 581181 40W Led Med 2pk, Package Quantity: 2 pk, Wattage: 40 W",Philips® 581181 40W Led Med 2Pk,"PHILIPS®, 581181 40W Led Med 2pk, Package Quantity: 2 pk, Wattage: 40 W",Package Quantity: 2 pk,Wattage: 40 W,,,,,Industrial Supplies,Package Quantity,2,pk,Wattage,40,W,,,,,,31160000,,1,EA,PHILIPS_581181.jpg,PHILIPS_581181_1.jpg,PHILIPS_581181_2.jpg,PHILIPS_581181_3.jpg,PHILIPS_581181_4.jpg,PHILIPS_581181_Specification_Sheet.pdf,No,Yes
,GT-CB-100C,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,GT-CB-100C,GT-CB-100C,GTCB100C Led 100W Cob Bulb,,GT-Lite,Keystone (5702),GT-Lite,GT-Lite,,GT-CB-100C,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"GT-Lite, Gt-Lite, Gtcb100C Led 100W Cob Bulb, Gt-Cb-100C - Part Number: GT-CB-",GTCB100C LED 100W COB BULB,Gt-Lite Gt-Cb-100C Gtcb100C Led 100W Cob Bulb,"GT-Lite, GTCB100C Led 100W Cob Bulb, Part Number: GT-CB-100C, Wattage: 100 W",Gt-Lite Gt-Cb-100C Gtcb100C Led 100W Cob Bulb,"GT-Lite, GTCB100C Led 100W Cob Bulb, Part Number: GT-CB-100C, Wattage: 100 W",Wattage: 100 W,,,,,,Light Bulbs & Lamps,Wattage,100,W,,,,,,,,,39101600,,1,EA,GTLITE_GT-CB-100C.jpg,GTLITE_GT-CB-100C_1.jpg,GTLITE_GT-CB-100C_2.jpg,GTLITE_GT-CB-100C_3.jpg,GTLITE_GT-CB-100C_4.jpg,GTLITE_GT-CB-100C_Specification_Sheet.pdf,No,Yes
,566430,Industrial MRO,Hardware & Supplies,General Maintenance,566430,566430,566430 75W Led Med 50k 4pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,566430,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 75W Led Med 50K 4Pk, 566430 - Part Number: 5664",75W LED MED 50K 4PK,Philips® 566430 75W Led Med 50K 4Pk,"PHILIPS®, 566430 75W Led Med 50k 4pk, Package Quantity: 4 pk, Wattage: 75 W",Philips® 566430 75W Led Med 50K 4Pk,"PHILIPS®, 566430 75W Led Med 50k 4pk, Package Quantity: 4 pk, Wattage: 75 W",Package Quantity: 4 pk,Wattage: 75 W,,,,,Industrial Supplies,Package Quantity,4,pk,Wattage,75,W,,,,,,31160000,,1,EA,PHILIPS_566430.jpg,PHILIPS_566430_1.jpg,PHILIPS_566430_2.jpg,PHILIPS_566430_3.jpg,PHILIPS_566430_4.jpg,PHILIPS_566430_Specification_Sheet.pdf,No,Yes
,568337,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,568337,568337,568337 120W Led Par38 Med 50k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,568337,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 120W Led Par38 Med 50K, 568337",120W LED PAR38 MED 50K,Philips® 568337 120W Led Par38 Med 50K,"PHILIPS®, 568337 120W Led Par38 Med 50k, Wattage: 120 W",Philips® 568337 120W Led Par38 Med 50K,"PHILIPS®, 568337 120W Led Par38 Med 50k, Wattage: 120 W",Wattage: 120 W,,,,,,Light Bulbs & Lamps,Wattage,120,W,,,,,,,,,39101600,,1,EA,PHILIPS_568337.jpg,PHILIPS_568337_1.jpg,PHILIPS_568337_2.jpg,PHILIPS_568337_3.jpg,PHILIPS_568337_4.jpg,PHILIPS_568337_Specification_Sheet.pdf,No,Yes
,565788,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,565788,565788,565788 40W Led A19 Med 27k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,565788,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 40W Led A19 Med 27K, 565788 - Part Number: 5657",40W LED A19 MED 27K,Philips® 565788 40W Led A19 Med 27K,"PHILIPS®, 565788 40W Led A19 Med 27k, Wattage: 40 W",Philips® 565788 40W Led A19 Med 27K,"PHILIPS®, 565788 40W Led A19 Med 27k, Wattage: 40 W",Wattage: 40 W,,,,,,Light Bulbs & Lamps,Wattage,40,W,,,,,,,,,39101600,,1,EA,PHILIPS_565788.jpg,PHILIPS_565788_1.jpg,PHILIPS_565788_2.jpg,PHILIPS_565788_3.jpg,PHILIPS_565788_4.jpg,PHILIPS_565788_Specification_Sheet.pdf,No,Yes
,565770,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,565770,565770,565770 40W Led A19 Med 50k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,565770,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 40W Led A19 Med 50K, 565770 - Part Number: 5657",40W LED A19 MED 50K,Philips® 565770 40W Led A19 Med 50K,"PHILIPS®, 565770 40W Led A19 Med 50k, Wattage: 40 W",Philips® 565770 40W Led A19 Med 50K,"PHILIPS®, 565770 40W Led A19 Med 50k, Wattage: 40 W",Wattage: 40 W,,,,,,Light Bulbs & Lamps,Wattage,40,W,,,,,,,,,39101600,,1,EA,PHILIPS_565770.jpg,PHILIPS_565770_1.jpg,PHILIPS_565770_2.jpg,PHILIPS_565770_3.jpg,PHILIPS_565770_4.jpg,PHILIPS_565770_Specification_Sheet.pdf,No,Yes
,573436,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,573436,573436,573436 60W Led A19 Med 27k 2pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,573436,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 60W Led A19 Med 27K 2Pk, 573436",60W LED A19 MED 27K 2PK,Philips® 573436 60W Led A19 Med 27K 2Pk,"PHILIPS®, 573436 60W Led A19 Med 27k 2pk, Package Quantity: 2 pk, Wattage: 60 W",Philips® 573436 60W Led A19 Med 27K 2Pk,"PHILIPS®, 573436 60W Led A19 Med 27k 2pk, Package Quantity: 2 pk, Wattage: 60 W",Package Quantity: 2 pk,Wattage: 60 W,,,,,Light Bulbs & Lamps,Package Quantity,2,pk,Wattage,60,W,,,,,,39101600,,1,EA,PHILIPS_573436.jpg,PHILIPS_573436_1.jpg,PHILIPS_573436_2.jpg,PHILIPS_573436_3.jpg,PHILIPS_573436_4.jpg,PHILIPS_573436_Specification_Sheet.pdf,No,Yes
,576538,Lighting & Fans,Lamps & Bulbs,LED & Incandescent Lamps,576538,576538,576538 65W Led BR30 Med 50k,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,576538,Lighting & Fans > Lamps & Bulbs > LED & Incandescent Lamps > Light Bulbs & Lamps,"Signify North America Philips, 65W Led Br30 Med 50K, 576538 - Part Number: 576",65W LED BR30 MED 50K,Philips® 576538 65W Led Br30 Med 50K,"PHILIPS®, 576538 65W Led BR30 Med 50k, Wattage: 65 W",Philips® 576538 65W Led Br30 Med 50K,"PHILIPS®, 576538 65W Led BR30 Med 50k, Wattage: 65 W",Wattage: 65 W,,,,,,Light Bulbs & Lamps,Wattage,65,W,,,,,,,,,39101600,,1,EA,PHILIPS_576538.jpg,PHILIPS_576538_1.jpg,PHILIPS_576538_2.jpg,PHILIPS_576538_3.jpg,PHILIPS_576538_4.jpg,PHILIPS_576538_Specification_Sheet.pdf,No,Yes
,573451,Industrial MRO,Hardware & Supplies,General Maintenance,573451,573451,573451 40W Led Med 27k 2pk,,Philips,Phillips Lighting (5831),Signify North America,PHILIPS®,Philips Lighting®,573451,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Signify North America Philips, 40W Led Med 27K 2Pk, 573451 - Part Number: 5734",40W LED MED 27K 2PK,Philips® 573451 40W Led Med 27K 2Pk,"PHILIPS®, 573451 40W Led Med 27k 2pk, Package Quantity: 2 pk, Wattage: 40 W",Philips® 573451 40W Led Med 27K 2Pk,"PHILIPS®, 573451 40W Led Med 27k 2pk, Package Quantity: 2 pk, Wattage: 40 W",Package Quantity: 2 pk,Wattage: 40 W,,,,,Industrial Supplies,Package Quantity,2,pk,Wattage,40,W,,,,,,31160000,,1,EA,PHILIPS_573451.jpg,PHILIPS_573451_1.jpg,PHILIPS_573451_2.jpg,PHILIPS_573451_3.jpg,PHILIPS_573451_4.jpg,PHILIPS_573451_Specification_Sheet.pdf,No,Yes
